Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location
0.29,29,9,1216,Aluminium,4.52,15.68,No,No,No,Roadways,No,Working Class,No
0.47,10,4,5076,Stone,28.91,42.46,Yes,No,No,Waterways,No,Working Class,No
0.27,28,,2899,Clay,8.77,10.32,No,Yes,Yes,,Yes,Working Class,No
0.98,10,4,286,Clay,5.2,20.84,No,Yes,Yes,,Yes,Working Class,Yes
0.17,47,6,568968,Marble,1004.73,77.49,No,No,No,Roadways,Yes,Working Class,Yes
0.37,24,10,326,Wood,3.45,17.87,Yes,Yes,Yes,Airways,No,Working Class,Yes
0.85,21,8,177591,Marble,346.54,27.76,Yes,No,No,,No,Working Class,No
0.46,18,6,80,Wood,4.69,19.06,No,No,No,Airways,No,Working Class,
0.15,7,5,4794,Marble,18.86,20.36,Yes,Yes,No,Airways,No,Working Class,No
0.36,3,2,70,,3.43,11.2,No,No,No,Roadways,No,Working Class,No
0.85,6,4,1164,Marble,8.7,23.95,Yes,Yes,Yes,,No,Working Class,No
0.74,12,8,4745,,27.9,22.43,No,No,No,,No,Working Class,Yes
0.94,17,6,217,Aluminium,4.98,24.17,Yes,No,Yes,Waterways,No,Working Class,No
0.35,26,,5386,Bronze,30.04,64.43,Yes,No,No,Waterways,No,Working Class,No
0.42,18,6,5612,Brass,31.41,56.41,No,Yes,Yes,Roadways,No,Working Class,No
0.38,37,14,86943,Brass,191.44,55.02,Yes,Yes,No,Airways,No,Wealthy,No
,20,7,555,Aluminium,4.45,16.46,Yes,Yes,No,Airways,No,Working Class,No
0.16,9,,73,Wood,5.63,13.46,No,No,No,,No,Wealthy,Yes
0.04,18,9,538,Aluminium,3.66,11.86,No,Yes,No,Airways,No,Working Class,No
0.96,5,4,240,Brass,4.47,23.09,No,Yes,No,Airways,No,Wealthy,
0.37,18,9,233674,Stone,1011.11,90.95,No,Yes,No,Roadways,No,Wealthy,No
,10,5,682,Bronze,3.95,18.68,No,No,No,Roadways,No,Working Class,No
0.37,31,11,782840,Stone,2759.99,28.97,Yes,Yes,Yes,Airways,No,Wealthy,Yes
0.87,,8,707,Clay,5.57,18.55,No,Yes,No,Roadways,Yes,Working Class,No
0,7,4,,,6.27,10.3,Yes,No,Yes,Airways,No,Working Class,No
0.89,18,6,211,Wood,3.4,11.04,Yes,No,Yes,Waterways,No,Working Class,No
0.68,17,6,3359,Brass,6.24,19.75,No,Yes,No,Airways,No,Wealthy,No
0.24,24,7,134313,,553.02,54.22,Yes,No,Yes,Waterways,No,Wealthy,No
,46,9,,Brass,198.45,70.06,No,No,No,Waterways,No,Working Class,Yes
0.57,26,13,1297,Clay,3.13,21.84,No,Yes,No,Airways,Yes,Wealthy,Yes
0.38,17,8,72057,Marble,113.79,35.9,No,No,No,Roadways,No,Working Class,No
0.02,30,,661,Wood,4.34,19.92,No,No,No,Waterways,No,Working Class,
0.21,40,33,369382,Brass,515.79,77.55,Yes,No,No,Roadways,No,Working Class,No
0.52,14,8,427,Aluminium,6.41,12.76,No,Yes,Yes,Roadways,No,Wealthy,No
0.13,22,,,Bronze,14.25,51.46,No,No,No,,No,Working Class,
0.61,18,9,3174,Brass,3.58,22.4,No,No,Yes,Roadways,No,Working Class,No
0.66,11,6,,,104.88,44.29,Yes,No,No,,No,Working Class,
,27,18,47374,Brass,92.62,46.53,No,No,Yes,Roadways,No,Working Class,No
0.37,31,17,36225,Bronze,58.69,38.11,No,No,Yes,Roadways,No,Working Class,No
0.79,28,14,647,Aluminium,6.15,23.67,No,Yes,No,Airways,No,Wealthy,No
0.8,33,14,33309,Brass,116.52,32.73,No,Yes,No,Roadways,No,Wealthy,No
0.44,21,8,78931,Marble,129.67,54.33,No,Yes,No,Roadways,No,Wealthy,
0.82,5,3,59,Clay,3.78,11.22,Yes,Yes,No,Airways,Yes,Working Class,No
0.41,39,17,1979603,,674.39,88.21,Yes,No,Yes,Airways,Yes,Working Class,No
0.24,34,11,1990,,5.72,10.76,Yes,No,No,Airways,No,Wealthy,Yes
0.94,16,8,877,Clay,4.78,13.12,Yes,Yes,No,Airways,Yes,Working Class,Yes
,16,8,95312,Stone,828.04,77.56,No,No,No,Roadways,No,Working Class,No
0.75,15,8,233,Aluminium,5.87,17.17,No,No,Yes,Roadways,No,Working Class,Yes
,23,11,10936,Bronze,41.42,74.21,No,Yes,No,,No,Wealthy,
0.38,9,5,950,Brass,3.45,11.61,No,No,Yes,Roadways,No,Working Class,No
0.02,15,8,3173,Brass,8.61,16.39,Yes,Yes,No,Airways,No,Working Class,No
0.4,12,6,46687,Stone,151.37,38.34,No,Yes,No,,No,Wealthy,No
0.86,12,8,31257,Marble,142.84,95.11,No,No,No,Airways,No,Working Class,
0.05,26,10,12838,Bronze,37.52,86.35,Yes,No,Yes,Waterways,No,Wealthy,No
0.61,9,4,4728,Marble,18.95,15.23,No,Yes,No,Airways,No,Working Class,No
0.47,16,8,2025,Bronze,5.96,10.57,Yes,No,No,Waterways,No,Wealthy,No
0.24,31,10,18907,Bronze,44.15,84.24,No,No,Yes,Roadways,No,Wealthy,Yes
0.47,,8,4480,Bronze,12.83,19.77,Yes,Yes,No,Airways,No,Working Class,Yes
0.31,12,6,1210,Brass,5.28,23.73,Yes,No,No,Waterways,No,Working Class,Yes
0.53,36,8,188,Wood,4.64,19.75,Yes,No,No,Waterways,No,Wealthy,No
0.48,30,15,17803,Bronze,30.31,43.24,No,Yes,No,Airways,No,Wealthy,No
0.91,13,7,3757,Brass,13.51,23.02,Yes,Yes,No,,No,Wealthy,No
0.02,28,6,378383,Stone,230.64,97.29,No,Yes,No,Roadways,No,Working Class,No
,,18,57334,Bronze,101.14,47.95,Yes,Yes,No,Airways,No,Wealthy,No
0.51,19,8,111448,Marble,320.07,35.35,No,No,Yes,Roadways,No,Working Class,No
0.77,10,5,1026,Brass,3.99,14.01,Yes,Yes,Yes,Airways,No,Wealthy,No
0.24,28,16,66915,Brass,144.82,68.64,Yes,No,Yes,Waterways,No,Working Class,No
,,6,21316,,72,69.36,No,No,No,Roadways,No,Working Class,Yes
0.51,12,7,21370,Marble,62.1,26.13,No,No,Yes,Waterways,No,Working Class,No
0.3,18,7,79326,Marble,172.57,78.83,Yes,No,Yes,Waterways,No,Working Class,No
0.08,40,18,147330,Brass,195.17,94.21,Yes,No,Yes,Waterways,No,Working Class,No
0.84,23,12,1797,Clay,3.6,24.96,Yes,No,Yes,Waterways,Yes,Wealthy,No
0.38,18,10,204848,Marble,1117.07,60.28,Yes,No,Yes,Waterways,No,Working Class,Yes
0.12,34,6,,Bronze,16.89,17.99,Yes,Yes,No,Airways,No,Wealthy,Yes
0.54,31,15,2102,,3.9,18.02,No,No,No,Airways,No,Working Class,No
0.39,34,13,25516,Bronze,89.43,63.34,Yes,No,No,Airways,No,Working Class,
,22,13,8000,Brass,30.54,58.4,Yes,Yes,No,Airways,No,Working Class,No
0.29,29,9,11467,Bronze,24.53,99.76,Yes,Yes,Yes,,No,Working Class,
0.74,19,7,9381,Brass,52.19,84.8,No,Yes,No,Airways,No,Working Class,No
0.09,39,15,7957127,Stone,11423.74,27.22,Yes,No,No,Waterways,No,Working Class,Yes
0.35,29,13,2100801,Stone,3094.46,71.37,No,No,No,Waterways,No,Working Class,No
0.65,27,15,17635,Bronze,51.64,52.61,No,Yes,Yes,Roadways,No,Wealthy,No
0.56,19,7,664,Aluminium,6.2,14.04,No,No,Yes,Roadways,No,Working Class,No
0.32,21,10,11032,Bronze,38.27,41.36,No,Yes,No,Airways,No,Wealthy,No
0.46,25,15,1692,Aluminium,6.12,15.47,No,No,No,Roadways,No,Wealthy,No
,17,6,980,Clay,10.41,15.62,Yes,No,Yes,Waterways,Yes,Working Class,No
0.34,12,6,133,Wood,5.99,19.62,Yes,No,No,Waterways,No,Wealthy,No
0.32,29,6,10849,Brass,13.57,77.61,No,No,No,Roadways,No,Working Class,
0.86,31,7,,Aluminium,3.01,17.35,No,Yes,Yes,Roadways,No,Wealthy,No
0.4,,3,13,Wood,6.59,10.5,Yes,No,No,Waterways,No,Wealthy,No
0.71,17,9,110669,Marble,159.78,80.46,No,No,No,Roadways,No,Working Class,No
,13,7,49527,,59.79,63.48,Yes,No,Yes,,No,Working Class,No
0.14,15,8,159638,Stone,265.28,28.56,Yes,No,No,,No,Working Class,No
0.36,27,15,46620,Brass,85.13,52.04,No,Yes,No,Roadways,No,Working Class,No
0.09,25,11,2584,Clay,9.16,24.14,No,Yes,No,Roadways,Yes,Wealthy,
0.45,30,10,1851,Aluminium,6.85,14.5,No,No,No,Roadways,No,Working Class,No
0.11,15,7,2327,Brass,5.79,11.93,Yes,Yes,No,Airways,No,Wealthy,No
0.93,,,,Wood,5.72,23.91,Yes,No,No,Waterways,No,Working Class,
0.46,22,9,1252,Clay,3.82,17.11,No,No,Yes,Roadways,Yes,Working Class,No
0.7,,7,,,11.64,69.09,No,Yes,Yes,Airways,No,Wealthy,Yes
0.33,22,11,264284,Marble,1483.81,80.04,No,Yes,Yes,,No,Working Class,No
0.7,23,9,593459,Stone,3909.31,85.29,No,No,Yes,Roadways,No,Working Class,No
0.49,20,8,,Marble,729.09,51.55,Yes,No,No,Roadways,No,Wealthy,No
0.43,14,8,69502,,189.12,85.05,Yes,No,No,Roadways,No,Working Class,No
0.21,26,,,Bronze,67.45,36.04,No,Yes,No,Roadways,No,Wealthy,No
0.63,25,8,1840,Clay,10.09,13.2,No,No,Yes,Roadways,Yes,Wealthy,No
0.37,3,2,45,Brass,5.82,14.6,Yes,No,No,Waterways,No,Working Class,No
0.72,19,9,1138,,7.67,13.58,Yes,No,No,,No,Working Class,No
0.32,19,7,51131,Marble,71.51,79.88,No,No,No,Roadways,No,Wealthy,Yes
0.33,27,14,1527773,Stone,2207.76,43.71,No,Yes,No,,No,Working Class,No
0.52,14,8,185,Wood,3.18,16.39,Yes,No,No,,No,Working Class,No
0.55,22,7,224105,Stone,251.45,63.64,Yes,No,No,Airways,No,Working Class,No
0.87,7,4,105,Aluminium,4.09,15.01,No,No,No,,No,Working Class,Yes
0.38,21,13,,Brass,48.99,28.15,No,Yes,Yes,,No,Wealthy,No
0.04,28,9,630,Wood,4.86,19.49,No,Yes,No,Airways,No,Wealthy,
0.69,33,15,2248,Aluminium,3.23,12.65,No,No,No,Waterways,No,Wealthy,No
0.6,21,11,519468,Stone,2963.77,37.73,No,Yes,Yes,Airways,No,Working Class,No
0.28,23,,31863,Bronze,19.39,71.94,Yes,No,No,Waterways,No,Working Class,No
0.14,16,8,21618,,7.03,87.3,Yes,No,No,Waterways,No,Working Class,No
0.28,23,12,7055,Brass,21.45,78.69,Yes,No,Yes,Waterways,No,Working Class,No
0.42,8,,259,,6.53,12.73,No,No,No,Roadways,Yes,Working Class,
0.98,12,7,478,Clay,3.99,14.35,No,No,Yes,Airways,Yes,Working Class,No
0.02,37,15,874,Wood,6.77,18.31,Yes,No,No,Waterways,No,Working Class,No
0.69,20,8,6397,Bronze,34.71,54.31,No,Yes,No,,No,Working Class,Yes
0.59,29,15,2065,Aluminium,9,24.1,No,Yes,Yes,Roadways,No,Working Class,No
0.52,13,7,112,Wood,3.06,10.25,No,No,No,Roadways,No,Working Class,No
0.66,19,14,500,Wood,6.64,23.62,No,Yes,Yes,Airways,No,Wealthy,No
0.36,40,22,,Wood,3.5,11.54,Yes,No,Yes,Waterways,No,Working Class,No
,16,,1071,Clay,4.29,16.37,Yes,Yes,No,Airways,Yes,Working Class,No
,34,16,7421,Clay,3.37,41.56,Yes,No,No,Waterways,Yes,Working Class,No
0.6,27,9,7836,Bronze,7.93,73.74,No,No,No,Roadways,No,Working Class,No
0.53,29,17,1556664,,10292.87,77.8,No,Yes,No,,No,Wealthy,No
0.05,8,4,7095,Stone,20.87,60.76,No,Yes,No,Roadways,No,Working Class,No
0.54,21,,358,,6.46,12.55,Yes,Yes,No,,No,Wealthy,
0.26,18,8,2049,Clay,6.78,11.65,No,No,Yes,Roadways,Yes,Working Class,No
0.32,31,16,912586,Marble,1107.52,44.84,No,No,No,Roadways,No,Working Class,No
0.97,9,4,376,Bronze,4.59,24.55,No,No,No,Waterways,No,Working Class,No
0.49,32,22,4391181,Stone,11041.46,86.02,Yes,Yes,No,Airways,No,Working Class,Yes
,9,4,4665,,17.38,23.11,Yes,No,Yes,Airways,No,Working Class,No
0.16,,14,36150,,12.8,67.35,No,Yes,Yes,,No,Wealthy,No
0.27,36,22,3742712,Marble,11880.96,53.8,No,No,No,Airways,Yes,Wealthy,No
0.59,5,3,53,Aluminium,4.84,13.4,No,No,Yes,Roadways,No,Working Class,
0.5,15,6,,Brass,6.63,10.62,No,Yes,Yes,Airways,No,Working Class,No
0.85,13,,33994,Stone,305.07,52.74,No,No,No,,No,Working Class,No
0.57,18,8,10939,Brass,27.47,32.32,No,No,No,Waterways,No,Working Class,
0.44,23,10,308319,Marble,415.38,58.03,Yes,No,No,Airways,No,Working Class,No
0.2,18,8,7402,Brass,25.18,98.73,No,No,No,Roadways,No,Working Class,No
0.45,6,5,708,Brass,5.12,13.1,Yes,Yes,No,Airways,No,Working Class,No
0.45,27,11,8586,Brass,9.58,72.41,Yes,Yes,No,Airways,No,Working Class,Yes
0.29,39,23,7666999,Stone,12907.06,58.08,Yes,No,Yes,Roadways,No,Working Class,Yes
0.78,36,10,2538444,Stone,11033.1,35.8,Yes,No,Yes,Waterways,No,Working Class,No
0.17,,7,29233,Stone,73.91,72.07,Yes,No,Yes,Waterways,No,Working Class,No
0.74,13,6,24018,Marble,180.61,65.25,Yes,No,No,Airways,No,Working Class,No
0.24,38,17,3750,Aluminium,4.65,17.83,Yes,No,No,Airways,No,Working Class,No
0.18,3,3,18,Aluminium,3.25,24.54,Yes,No,No,Waterways,No,Working Class,No
0.59,23,6,,Wood,6.82,10.37,No,No,Yes,,No,Working Class,No
0.69,58,16,8186224,Marble,21707.94,43.33,No,No,Yes,Roadways,Yes,Working Class,No
0.79,19,6,453,Aluminium,6.97,12.74,No,Yes,No,Roadways,No,Wealthy,No
,5,4,1712,Stone,7.93,24.67,No,Yes,No,,No,Working Class,
0.45,26,16,1341889,,3054.86,89.73,No,Yes,Yes,,No,Wealthy,No
0.93,6,4,1611,Marble,3.63,16.69,No,No,No,Airways,No,Working Class,No
0.79,33,17,775,Wood,4.55,24.48,No,No,Yes,,No,Working Class,Yes
0.65,15,6,387,Aluminium,5.35,24.71,No,No,Yes,Roadways,No,Wealthy,No
,23,,2954,Bronze,35.8,23.64,No,No,No,,No,Working Class,No
0.15,27,11,11292,Bronze,22.52,26.71,No,No,Yes,Roadways,No,Working Class,No
,14,6,4308,Brass,47.12,22.89,Yes,No,Yes,,No,Working Class,Yes
0.41,17,7,4044,Bronze,6.69,15.58,No,No,Yes,Airways,No,Working Class,Yes
0.55,3,2,,Brass,3.3,13.12,No,Yes,No,Roadways,No,Working Class,No
0.56,34,11,1894,Aluminium,4.23,11.09,No,No,Yes,Roadways,No,Working Class,No
0.37,22,,7595,Bronze,12.99,96.88,No,Yes,Yes,Airways,No,Working Class,Yes
0.38,13,6,22348,Marble,107.85,61.52,No,Yes,Yes,Roadways,No,Working Class,No
0.07,10,5,,,6.93,15.04,No,Yes,No,Roadways,No,Wealthy,Yes
0.38,28,9,3323,,4.7,19.76,No,No,No,,Yes,Wealthy,No
0.77,43,11,5855,Clay,25.59,28.86,No,No,No,Roadways,Yes,Wealthy,No
,24,8,217,,6.57,23.02,No,No,No,Waterways,No,Working Class,No
0.55,13,7,298,Aluminium,3.62,20.44,No,No,No,,No,Working Class,No
0.19,16,7,42447,Stone,162.11,60.58,No,No,No,Airways,No,Wealthy,No
0.24,12,7,656,Clay,3.28,10.47,No,Yes,No,Roadways,Yes,Wealthy,No
0.49,14,6,125,Aluminium,3.51,14.09,No,No,No,,No,Working Class,No
0.26,48,28,133430,Bronze,609.74,60.06,Yes,No,Yes,Waterways,No,Working Class,No
,9,5,534,Bronze,5.03,24.22,No,No,No,Roadways,No,Working Class,No
0.12,39,20,3755,Aluminium,11.62,14.7,No,Yes,No,Airways,No,Working Class,No
0,37,12,2962372,Stone,5794.95,65.2,No,No,No,,No,Working Class,No
0.48,23,12,28292,Brass,170.73,59.27,No,No,No,Roadways,No,Working Class,No
0.5,11,8,1547,Bronze,6.12,17.19,Yes,No,Yes,Waterways,No,Working Class,No
0.55,16,6,47875,Stone,169.88,81.47,No,No,No,Roadways,No,Working Class,No
0.47,11,8,61224,Stone,155.42,52.34,No,Yes,No,Roadways,No,Wealthy,No
0.28,18,8,5178,,20.26,30.71,No,Yes,No,,No,Wealthy,No
0.82,16,7,2929,Bronze,26.5,20.36,No,Yes,No,Roadways,No,Wealthy,No
0.43,29,7,1250,Aluminium,5.07,15.43,Yes,Yes,No,Airways,No,Working Class,No
0.64,12,8,41568,Marble,126.14,63.39,No,No,Yes,Roadways,No,Working Class,No
,7,5,,Bronze,3.53,13.88,No,Yes,No,Roadways,No,Working Class,No
,17,,,Bronze,36.11,10.78,No,No,No,,No,Working Class,No
0.07,33,8,477,Wood,4.32,24.54,No,Yes,Yes,,No,Working Class,No
0.06,30,8,425547,Marble,163.67,71.61,Yes,Yes,Yes,Airways,No,Wealthy,Yes
0.99,25,7,115395,Marble,1268.35,43.16,Yes,No,Yes,Waterways,No,Wealthy,No
0.83,8,4,7016,Stone,19.97,42.31,Yes,No,No,Waterways,No,Working Class,No
0.88,16,7,,Marble,79.12,51.91,Yes,No,Yes,Waterways,No,Wealthy,No
0.56,11,7,2596,Brass,3.65,13.85,Yes,Yes,Yes,Airways,No,Working Class,
0.3,,12,1921,,10.43,18.55,No,Yes,No,Airways,No,Working Class,No
0.61,10,5,178,Aluminium,6.06,23.38,No,No,Yes,Roadways,No,Working Class,No
0.06,22,13,1374,Clay,4.22,18.29,No,Yes,Yes,Airways,Yes,Working Class,No
0.13,30,15,7923,Clay,25.88,93.12,No,Yes,No,Airways,Yes,Working Class,No
0.38,3,2,13,Clay,6.72,23.81,Yes,No,Yes,Waterways,Yes,Working Class,No
0.19,27,12,24624,Brass,34.67,60.18,No,Yes,Yes,Airways,No,Working Class,No
,21,10,,Bronze,9.71,61.55,No,Yes,No,Roadways,No,Working Class,No
0.89,13,6,1757,Bronze,11.01,24.31,No,No,No,Airways,No,Working Class,Yes
0.8,23,15,3115,Clay,7.95,16.16,No,No,Yes,Airways,Yes,Working Class,Yes
0.3,,16,1658590,Marble,4132.33,31.67,No,No,No,Roadways,No,Working Class,No
0.37,21,9,1086,,6.5,21.32,Yes,No,No,Waterways,Yes,Working Class,No
0.7,32,13,1662,Aluminium,7.53,23.59,No,Yes,No,,No,Wealthy,No
0.06,18,8,204,Wood,4.94,15.05,No,No,No,Roadways,No,Working Class,No
0.05,25,10,11529,Brass,16.79,37.46,No,No,No,Roadways,No,Working Class,No
,39,23,85079,Bronze,428.46,43.47,No,Yes,No,Airways,No,Working Class,
0.28,24,12,3841,Clay,3.47,18.83,No,No,Yes,Roadways,Yes,Working Class,
0.22,35,15,527,Wood,3.3,23.7,No,Yes,Yes,,No,Wealthy,Yes
0.25,39,15,1079,Aluminium,6.68,14.86,No,No,No,Roadways,No,Working Class,No
0.53,24,6,329,Wood,5.63,14.42,Yes,Yes,No,Airways,No,Working Class,No
0.18,17,7,1418,Clay,3.06,15.69,Yes,Yes,No,Airways,Yes,Working Class,No
0.22,13,6,463,,6.91,21.66,Yes,No,No,Roadways,No,Working Class,No
0.33,29,14,,Clay,6.36,87.14,No,No,No,,Yes,Working Class,Yes
,21,8,179269,Marble,333.8,71.75,No,No,No,Roadways,No,Wealthy,Yes
0.83,26,6,352,Wood,5.56,14.34,No,Yes,No,,No,Working Class,No
0.31,22,,5642,Brass,8.77,45.75,No,No,No,,No,Working Class,
0.17,20,12,274778,Marble,584.95,86.54,No,No,No,Roadways,No,Working Class,Yes
0.08,,7,714,Clay,4.51,23.74,Yes,No,No,Waterways,Yes,Wealthy,No
0.28,3,3,128,Marble,4.76,24.05,No,No,No,Roadways,No,Working Class,No
0.93,14,,73908,Marble,215.02,37.6,Yes,Yes,No,Airways,No,Wealthy,
0.57,19,9,135418,Marble,201.32,29.74,Yes,No,Yes,Airways,No,Working Class,No
0.5,9,5,4973,Marble,3.87,18.67,No,No,No,Waterways,No,Wealthy,No
0.83,20,7,,Clay,3.35,23.23,No,Yes,No,,Yes,Working Class,Yes
,23,8,,Bronze,12.62,17.87,No,No,No,Roadways,No,Wealthy,No
0.84,7,5,85,Aluminium,3.47,23.98,No,Yes,No,Airways,No,Wealthy,No
0.87,22,7,925,Aluminium,4.21,18,Yes,No,Yes,Waterways,No,Working Class,
0.55,24,,3177,Aluminium,12.69,19,No,No,No,Airways,No,Working Class,
0.68,13,8,2915,Bronze,9,19.37,No,No,Yes,Roadways,No,Working Class,No
0.09,12,8,29200,Marble,50.45,41.4,Yes,No,No,Roadways,No,Wealthy,No
0.33,32,16,774,Wood,3.42,16.64,No,No,No,Waterways,No,Working Class,No
0.83,14,7,1154,Clay,5.5,12.45,Yes,Yes,No,Airways,Yes,Wealthy,No
,21,10,905,Aluminium,5.73,14.49,Yes,Yes,Yes,Airways,No,Working Class,
0,14,6,399,Aluminium,4.73,20.26,No,No,No,Waterways,No,Working Class,No
0.07,24,12,16410,Bronze,8.95,67.27,No,Yes,No,,No,Working Class,Yes
0.58,31,15,2747348,Stone,18437.06,60.1,Yes,Yes,No,Airways,No,Wealthy,No
0.11,30,10,281,Wood,4.15,14.28,No,No,No,Roadways,No,Working Class,No
0.53,26,7,11896,,34.85,38.64,Yes,Yes,No,,No,Working Class,No
,,9,989192,Stone,3415.6,40.84,No,No,No,Waterways,No,Working Class,
0.13,8,5,6476,Marble,9.49,76.38,No,No,No,,No,Wealthy,
0.84,3,3,11,Aluminium,4.62,22.87,No,No,No,Roadways,No,Wealthy,No
0.24,7,4,,Brass,3.81,11.1,No,No,No,Waterways,No,Wealthy,No
0.18,7,4,302,Brass,4.34,17.4,Yes,Yes,No,,No,Wealthy,No
,23,9,2879,Clay,13.64,19.02,Yes,No,Yes,,Yes,Working Class,
0.63,39,8,542,Wood,3.55,23.21,Yes,Yes,Yes,,No,Wealthy,No
0.34,5,4,85,Clay,4.65,16.8,No,No,No,,Yes,Working Class,
0.36,24,10,,Stone,427.42,49.47,Yes,No,Yes,Airways,No,Working Class,No
0.12,25,9,,Wood,4.07,21.7,Yes,No,No,Waterways,No,Working Class,No
,65,31,43240,Clay,101.42,91.26,No,No,No,,Yes,Working Class,No
0.63,50,24,16650,Clay,33.64,42.95,No,Yes,No,Roadways,Yes,Wealthy,No
0.35,26,,25331,Brass,65.46,38.68,No,No,Yes,,No,Working Class,No
0.55,14,7,31206,Marble,75.13,92.18,No,No,Yes,Roadways,No,Working Class,Yes
0.73,3,3,33,Aluminium,5.54,23.09,Yes,No,No,,No,Working Class,No
0.24,,5,8634,Stone,9.14,47.39,No,Yes,Yes,,No,Wealthy,
0.06,33,13,18413,,23.51,63.27,No,Yes,Yes,Roadways,No,Wealthy,
0.52,34,6,1586,Clay,5.29,17.22,Yes,Yes,No,Airways,Yes,Working Class,No
0.55,41,18,6991183,Stone,49534.18,74.92,No,No,No,Airways,No,Working Class,No
0.51,23,7,179042,Marble,592.68,79.53,Yes,No,No,Waterways,No,Working Class,No
0.95,41,26,24039379,Stone,51410.27,28.73,Yes,Yes,No,,No,Working Class,No
0.67,24,7,,Marble,798.42,71.34,Yes,No,Yes,Waterways,No,Working Class,
0.19,37,18,62557,Bronze,41.69,86.14,No,No,Yes,Waterways,No,Working Class,No
0.97,25,10,1411,Aluminium,6.87,18.98,No,No,Yes,Airways,No,Wealthy,No
0.65,36,10,4568,Clay,12.7,24.69,Yes,No,No,Waterways,Yes,Working Class,
0.19,29,14,15094,Brass,40.42,63.25,No,Yes,No,Roadways,No,Working Class,
,8,5,82,Wood,4.89,17.7,No,No,Yes,,No,Working Class,No
0.26,13,7,73,Wood,6.29,20.82,Yes,No,No,Roadways,No,Working Class,No
0.44,3,3,222,Marble,3.29,13.2,Yes,No,No,,No,Working Class,Yes
0.48,29,7,2516,Clay,11.88,15.31,Yes,No,No,Waterways,Yes,Wealthy,No
0.91,32,14,1520767,Marble,7607.26,95.13,No,Yes,No,Airways,No,Wealthy,No
0.08,18,8,5573,,7.71,88.3,No,No,No,Roadways,No,Working Class,
0.48,12,8,268,Aluminium,4.76,17,No,No,No,Airways,No,Working Class,No
0.15,18,11,682,Aluminium,6.6,19.44,Yes,No,No,Waterways,No,Working Class,No
0.54,32,11,821575,Marble,3774.17,97.03,No,No,No,Waterways,No,Working Class,No
0.07,14,6,143,Wood,5.28,21.33,No,Yes,Yes,Roadways,No,Working Class,
0.84,34,8,309,Wood,5.23,11.18,Yes,No,Yes,Roadways,No,Working Class,Yes
0.78,19,7,506,,3.06,23.73,Yes,No,No,Airways,Yes,Working Class,No
0.44,10,4,209,Clay,4.1,13.35,No,Yes,No,Airways,Yes,Working Class,No
,11,,336,Clay,6.69,18.7,Yes,No,No,,Yes,Working Class,No
0.52,15,6,25354,Marble,95.72,32.69,No,Yes,No,Airways,No,Working Class,No
0.85,20,7,166,,4.98,13.68,Yes,Yes,Yes,Airways,No,Wealthy,No
0.15,42,,,Clay,5.82,22.87,Yes,Yes,Yes,Airways,Yes,Wealthy,No
0.37,9,4,117,Aluminium,6.3,24.71,Yes,Yes,No,Airways,No,Wealthy,Yes
0.45,8,5,,Clay,6.71,23.6,No,No,No,,Yes,Working Class,No
,9,,2271,,14.09,12.16,No,No,No,Airways,No,Wealthy,No
0.97,28,17,2037779,Stone,5472.31,43.96,No,Yes,No,Airways,No,Working Class,
0.06,5,4,22,Wood,6.63,17.88,No,No,Yes,Roadways,No,Working Class,No
0.13,5,3,14,Wood,6.13,13.22,No,No,Yes,,No,Working Class,No
0.29,31,10,584,Wood,4.67,14.99,No,No,No,,No,Working Class,Yes
0.35,29,8,24744,Brass,26.02,91.57,Yes,No,No,Waterways,No,Working Class,No
0.43,6,4,94,Aluminium,6.88,24.1,No,Yes,Yes,Roadways,No,Wealthy,Yes
0.63,16,6,4967,,9.85,16.65,No,No,No,Roadways,No,Working Class,
0.47,9,5,253,Clay,5.32,13.17,No,Yes,No,Airways,Yes,Wealthy,No
0.06,27,10,395849,,103.56,59.91,No,Yes,No,Airways,No,Working Class,Yes
0.97,21,,111,Wood,4.72,23.24,No,Yes,Yes,,No,Wealthy,Yes
0.58,32,18,2664,Clay,5.57,17.76,No,Yes,No,,Yes,Working Class,Yes
0.6,7,5,4399,Stone,8.47,23.25,No,No,No,,No,Working Class,No
0.09,4,,29,Wood,5.76,12.38,Yes,No,No,Roadways,No,Working Class,No
0.03,,,564,,6.32,14.72,No,No,No,Roadways,Yes,Working Class,No
0.39,33,19,713,Wood,3.38,15.62,No,No,No,Roadways,No,Working Class,
0.16,11,8,766,Clay,4.26,16.5,Yes,Yes,No,Airways,Yes,Wealthy,No
,31,12,2238,Aluminium,6.58,22.71,Yes,Yes,Yes,Airways,No,Working Class,Yes
0.23,15,7,40811,Marble,160.35,39.23,No,Yes,No,Roadways,No,Working Class,No
0.76,13,6,139,Aluminium,6.76,17.8,No,No,No,Waterways,No,Working Class,No
0.6,9,5,58,Aluminium,5.22,22.94,No,No,No,Waterways,No,Working Class,No
0.92,17,8,522,Aluminium,3.66,15.11,No,Yes,No,Airways,No,Wealthy,No
0.41,21,11,258,Wood,5.05,14.13,No,No,Yes,Airways,No,Wealthy,No
0.97,22,12,16470,Bronze,33.02,55.94,Yes,No,No,Roadways,No,Working Class,No
,38,21,4352,Aluminium,21.31,15.92,No,No,No,Roadways,No,Working Class,No
